(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
0:47:27,1657223310,2022-07-07T19:48:30,2022-07-07T13:48:30,1.991,94.54,36.42,35.35,38.19,849.30,851.37,186.949997,18.46,0.9533,312,0,12.469,1.89597,4.10,53262,40.564738,-105.073067,1522.9,12,0.007710,0.6
0:47:57,1657223340,2022-07-07T19:49:00,2022-07-07T13:49:00,1.990,95.54,36.40,35.33,38.16,849.16,851.34,186.199997,18.61,0.9533,312,0,12.472,1.89687,4.10,53250,40.564745,-105.073073,1521.7,12,0.014906,0.6
0:48:27,1657223370,2022-07-07T19:49:30,2022-07-07T13:49:30,1.989,96.53,36.38,35.27,38.13,849.25,851.40,184.850006,18.51,0.9535,311,0,12.469,1.89025,4.09,53238,40.564743,-105.073085,1522.1,12,0.026728,0.6
0:48:57,1657223400,2022-07-07T19:50:00,2022-07-07T13:50:00,1.993,97.53,36.36,35.23,38.12,849.26,851.33,186.149994,18.16,0.9535,311,0,12.488,1.89989,4.09,53226,40.564738,-105.073076,1523.4,12,0.008738,0.6
0:49:27,1657223430,2022-07-07T19:50:30,2022-07-07T13:50:30,1.993,98.52,36.33,35.24,38.08,849.26,851.38,187.216660,18.39,0.9536,311,0,12.504,1.89627,4.19,53220,40.564728,-105.073066,1523.4,12,0.026728,0.7
0:49:57,1657223460,2022-07-07T19:51:00,2022-07-07T13:51:00,1.992,99.52,36.31,35.88,38.07,849.29,850.37,186.350006,18.66,0.9525,311,0,12.514,1.90442,4.20,53270,40.564722,-105.073051,1525.4,12,0.028270,0.7
0:50:27,1657223490,2022-07-07T19:51:30,2022-07-07T13:51:30,1.999,100.52,36.35,36.65,38.04,849.20,849.41,188.199997,18.90,0.9512,311,0,12.521,1.90836,4.20,53316,40.564734,-105.073058,1525.8,12,0.040092,0.6
0:50:57,1657223520,2022-07-07T19:52:00,2022-07-07T13:52:00,2.004,101.52,36.37,37.20,38.10,849.22,848.64,188.683334,18.89,0.9503,311,0,12.530,1.90866,4.20,53360,40.564729,-105.073069,1521.8,12,0.016448,0.6
0:51:27,1657223550,2022-07-07T19:52:30,2022-07-07T13:52:30,2.007,102.53,36.42,37.63,38.11,849.22,848.06,189.500000,18.65,0.9495,311,0,12.534,1.90654,4.20,53401,40.564729,-105.073065,1521.1,12,0.014906,0.7
0:51:57,1657223580,2022-07-07T19:53:00,2022-07-07T13:53:00,2.011,103.53,36.45,37.96,38.17,849.18,847.70,189.399994,18.06,0.9492,312,0,12.538,1.91109,4.20,53441,40.564722,-105.073053,1524.4,12,0.067334,0.6
0:52:27,1657223610,2022-07-07T19:53:30,2022-07-07T13:53:30,2.010,104.54,36.51,38.18,38.23,849.22,847.37,186.466660,17.96,0.9486,312,0,12.524,1.91048,4.20,53478,40.564723,-105.073054,1526.0,12,0.007196,0.7
0:52:57,1657223640,2022-07-07T19:54:00,2022-07-07T13:54:00,2.011,105.54,36.54,38.36,38.28,849.27,847.11,190.016663,18.10,0.9482,313,0,12.524,1.90745,4.20,53514,40.564738,-105.073064,1523.8,12,0.056540,0.7
0:53:27,1657223670,2022-07-07T19:54:30,2022-07-07T13:54:30,2.008,106.54,36.58,38.50,38.26,849.20,847.02,188.383331,17.74,0.9481,313,0,12.509,1.90624,4.20,53548,40.564741,-105.073058,1523.5,12,0.038036,0.7
0:53:57,1657223700,2022-07-07T19:55:00,2022-07-07T13:55:00,2.010,107.55,36.61,38.61,38.31,849.15,846.93,187.116669,17.78,0.9478,313,0,12.509,1.90382,4.20,53581,40.564746,-105.073071,1522.8,12,0.015420,0.8
0:54:27,1657223730,2022-07-07T19:55:30,2022-07-07T13:55:30,2.009,108.55,36.63,38.66,38.35,849.14,846.96,187.699997,17.35,0.9479,313,0,12.510,1.90382,4.20,53611,40.564732,-105.073058,1523.7,12,0.025186,0.7
0:54:57,1657223760,2022-07-07T19:56:00,2022-07-07T13:56:00,2.011,109.56,36.65,38.70,38.35,849.16,846.84,186.316666,17.16,0.9478,313,0,12.510,1.90291,4.20,53641,40.564723,-105.073051,1525.9,12,0.046774,0.7
0:55:27,1657223790,2022-07-07T19:56:30,2022-07-07T13:56:30,2.008,110.56,36.67,38.68,38.38,849.21,846.84,187.699997,17.14,0.9477,313,0,12.510,1.90442,4.20,53669,40.564730,-105.073057,1525.7,12,0.011308,0.7
0:55:57,1657223820,2022-07-07T19:57:00,2022-07-07T13:57:00,2.008,111.57,36.68,38.67,38.40,849.18,846.92,187.616669,17.41,0.9477,313,0,12.508,1.89929,4.20,53695,40.564728,-105.073054,1526.9,12,0.014906,0.7
0:56:27,1657223850,2022-07-07T19:57:30,2022-07-07T13:57:30,2.007,112.57,36.69,38.61,38.38,849.24,847.00,184.933334,17.47,0.9477,313,0,12.510,1.90776,4.20,53720,40.564729,-105.073072,1527.1,12,0.029298,0.7
0:56:57,1657223880,2022-07-07T19:58:00,2022-07-07T13:58:00,2.009,113.58,36.70,38.60,38.39,849.15,847.05,188.666672,17.66,0.9477,313,0,12.507,1.90080,4.20,53744,40.564733,-105.073079,1526.2,12,0.020560,0.7
0:57:27,1657223910,2022-07-07T19:58:30,2022-07-07T13:58:30,2.010,114.58,36.71,38.54,38.44,849.18,847.19,186.616669,17.44,0.9479,313,0,12.506,1.90412,4.20,53767,40.564731,-105.073075,1527.7,12,0.009252,0.7
0:57:57,1657223940,2022-07-07T19:59:00,2022-07-07T13:59:00,2.010,115.59,36.71,38.46,38.47,849.09,847.30,187.483337,17.32,0.9481,313,0,12.506,1.90261,4.20,53789,40.564730,-105.073061,1527.3,12,0.019018,0.7
0:58:27,1657223970,2022-07-07T19:59:30,2022-07-07T13:59:30,2.007,116.59,36.71,38.42,38.42,849.26,847.32,185.783340,17.26,0.9481,313,0,12.503,1.89959,4.20,53809,40.564735,-105.073061,1526.9,12,0.015934,0.7
0:58:57,1657224000,2022-07-07T20:00:00,2022-07-07T14:00:00,2.008,117.59,36.70,38.31,38.46,849.12,847.63,184.816666,17.16,0.9485,313,0,12.502,1.90261,4.20,53829,40.564735,-105.073061,1526.4,12,0.038550,0.7
0:59:27,1657224030,2022-07-07T20:00:30,2022-07-07T14:00:30,2.005,118.60,36.70,38.23,38.42,849.23,847.65,188.566666,17.30,0.9485,313,0,12.500,1.90261,4.20,53847,40.564741,-105.073063,1522.4,12,0.002570,0.7
0:59:57,1657224060,2022-07-07T20:01:00,2022-07-07T14:01:00,2.006,119.60,36.69,38.16,38.41,849.37,847.80,187.666672,17.49,0.9486,313,0,12.498,1.90503,4.20,53865,40.564744,-105.073072,1525.1,12,0.008224,0.6
1:00:27,1657224090,2022-07-07T20:01:30,2022-07-07T14:01:30,2.006,120.60,36.68,38.07,38.42,849.29,847.91,189.166672,17.27,0.9489,313,0,12.497,1.90624,4.20,53881,40.564748,-105.073079,1526.6,12,0.019532,0.6
1:00:57,1657224120,2022-07-07T20:02:00,2022-07-07T14:02:00,2.003,121.60,36.66,37.97,38.42,849.35,847.97,187.766663,17.18,0.9490,313,0,12.496,1.89808,4.20,53897,40.564743,-105.073079,1527.9,12,0.017990,0.7
1:01:27,1657224150,2022-07-07T20:02:30,2022-07-07T14:02:30,2.004,122.61,36.64,37.85,38.41,849.49,848.22,188.350006,17.15,0.9494,313,0,12.495,1.89778,4.20,53912,40.564744,-105.073080,1530.0,12,0.006168,0.6
1:01:57,1657224180,2022-07-07T20:03:00,2022-07-07T14:03:00,2.002,123.61,36.63,37.77,38.37,849.47,848.25,185.383331,17.38,0.9494,313,0,12.494,1.90291,4.20,53927,40.564742,-105.073081,1533.4,12,0.017476,0.6
1:02:27,1657224210,2022-07-07T20:03:30,2022-07-07T14:03:30,2.001,124.61,36.60,37.67,38.31,849.37,848.36,189.399994,17.16,0.9496,313,0,12.491,1.90594,4.20,53940,40.564746,-105.073087,1528.6,12,0.021588,0.7
1:02:57,1657224240,2022-07-07T20:04:00,2022-07-07T14:04:00,2.000,125.61,36.58,37.60,38.29,849.53,848.56,186.483337,17.34,0.9499,313,0,12.489,1.89959,4.20,53953,40.564740,-105.073066,1526.1,12,0.040092,0.7
1:03:27,1657224270,2022-07-07T20:04:30,2022-07-07T14:04:30,2.000,126.61,36.55,37.48,38.31,849.46,848.61,188.233337,17.29,0.9501,313,0,12.488,1.90019,4.20,53965,40.564749,-105.073084,1524.9,12,0.026728,0.7
1:03:57,1657224300,2022-07-07T20:05:00,2022-07-07T14:05:00,2.000,127.61,36.53,37.41,38.25,849.38,848.75,185.016663,17.41,0.9503,313,0,12.488,1.90080,4.20,53977,40.564736,-105.073078,1529.8,12,0.030326,0.7
1:04:27,1657224330,2022-07-07T20:05:30,2022-07-07T14:05:30,1.999,128.61,36.50,37.30,38.24,849.47,848.87,184.783340,17.43,0.9505,313,0,12.485,1.89989,4.20,53988,40.564736,-105.073083,1531.4,12,0.027756,0.7
1:04:57,1657224360,2022-07-07T20:06:00,2022-07-07T14:06:00,1.999,129.61,36.48,37.18,38.21,849.42,848.98,185.399994,17.53,0.9506,313,0,12.483,1.89778,4.20,53998,40.564740,-105.073076,1529.9,12,0.026214,0.7
1:05:27,1657224390,2022-07-07T20:06:30,2022-07-07T14:06:30,1.998,130.61,36.46,37.10,38.22,849.40,849.01,186.033340,17.72,0.9507,313,0,12.481,1.90110,4.20,54008,40.564748,-105.073081,1525.2,12,0.030326,0.7
1:05:57,1657224420,2022-07-07T20:07:00,2022-07-07T14:07:00,1.998,131.60,36.44,37.04,38.17,849.51,849.15,186.750000,17.48,0.9510,313,0,12.480,1.89687,4.20,54017,40.564747,-105.073074,1522.8,12,0.034438,0.7
1:06:27,1657224450,2022-07-07T20:07:30,2022-07-07T14:07:30,1.997,132.60,36.41,36.96,38.15,849.52,849.24,189.283340,17.65,0.9511,313,0,12.479,1.89989,4.20,54026,40.564729,-105.073058,1521.0,12,0.011308,0.7
1:06:57,1657224480,2022-07-07T20:08:00,2022-07-07T14:08:00,1.995,133.60,36.41,36.88,38.15,849.52,849.29,186.383331,17.85,0.9511,313,0,12.477,1.89868,4.20,54035,40.564729,-105.073056,1520.6,12,0.028784,0.6
1:07:27,1657224510,2022-07-07T20:08:30,2022-07-07T14:08:30,1.997,134.60,36.38,36.83,38.13,849.50,849.41,185.433334,17.45,0.9515,313,0,12.479,1.90140,4.20,54043,40.564740,-105.073056,1522.2,12,0.035980,0.7
1:07:57,1657224540,2022-07-07T20:09:00,2022-07-07T14:09:00,1.994,135.60,36.38,36.75,38.08,849.47,849.46,184.066666,17.78,0.9515,313,0,12.476,1.89838,4.20,54051,40.564745,-105.073059,1522.4,12,0.019532,0.7
1:08:27,1657224570,2022-07-07T20:09:30,2022-07-07T14:09:30,1.996,136.59,36.37,36.73,38.10,849.42,849.57,186.500000,17.83,0.9516,313,0,12.478,1.90201,4.20,54058,40.564738,-105.073063,1520.9,12,0.008224,0.6
1:08:57,1657224600,2022-07-07T20:10:00,2022-07-07T14:10:00,1.996,137.59,36.37,36.61,38.09,849.53,849.65,186.399994,17.79,0.9517,313,0,12.475,1.89899,4.20,54065,40.564727,-105.073055,1522.0,12,0.016448,0.7
1:09:27,1657224630,2022-07-07T20:10:30,2022-07-07T14:10:30,1.994,138.59,36.36,36.53,38.07,849.42,849.66,188.199997,17.76,0.9518,313,0,12.476,1.89808,4.20,54071,40.564727,-105.073064,1523.6,12,0.031868,0.7
1:09:57,1657224660,2022-07-07T20:11:00,2022-07-07T14:11:00,1.994,139.59,36.36,36.52,38.03,849.56,849.74,186.166672,16.88,0.9521,313,0,12.475,1.89929,4.20,54078,40.564723,-105.073072,1521.6,12,0.019532,0.7
1:10:27,1657224690,2022-07-07T20:11:30,2022-07-07T14:11:30,1.995,140.58,36.36,36.48,38.05,849.45,849.90,184.933334,17.29,0.9521,313,0,12.473,1.89868,4.20,54084,40.564720,-105.073074,1524.3,12,0.029812,0.6
1:10:57,1657224720,2022-07-07T20:12:00,2022-07-07T14:12:00,1.995,141.58,36.36,36.44,37.99,849.45,849.90,186.000000,17.28,0.9521,313,0,12.472,1.90110,4.20,54089,40.564727,-105.073059,1526.0,12,0.028784,0.6
1:11:27,1657224750,2022-07-07T20:12:30,2022-07-07T14:12:30,1.994,142.58,36.36,36.34,38.04,849.48,849.96,186.133331,17.73,0.9521,313,0,12.473,1.89868,4.20,54095,40.564720,-105.073046,1526.7,12,0.023130,0.6
1:11:57,1657224780,2022-07-07T20:13:00,2022-07-07T14:13:00,1.993,143.57,36.35,36.29,38.03,849.48,849.96,186.283340,17.63,0.9522,313,0,12.472,1.89989,4.20,54100,40.564731,-105.073051,1526.8,12,0.016448,0.6
1:12:27,1657224810,2022-07-07T20:13:30,2022-07-07T14:13:30,1.992,144.57,36.35,36.28,38.01,849.43,850.02,185.666672,17.34,0.9523,313,0,12.469,1.89868,4.20,54105,40.564736,-105.073072,1525.9,12,0.019018,0.7
1:12:57,1657224840,2022-07-07T20:14:00,2022-07-07T14:14:00,1.990,145.56,36.35,36.22,38.01,849.31,850.07,185.666672,17.75,0.9523,313,0,12.469,1.89537,4.20,54109,40.564730,-105.073069,1523.7,12,0.040606,0.7
1:13:27,1657224870,2022-07-07T20:14:30,2022-07-07T14:14:30,1.990,146.56,36.34,36.15,38.05,849.48,850.18,184.733337,17.78,0.9524,313,0,12.465,1.89687,4.17,54102,40.564727,-105.073075,1522.8,12,0.027756,0.7
1:13:57,1657224900,2022-07-07T20:15:00,2022-07-07T14:15:00,1.991,147.56,36.34,36.00,38.01,849.48,850.40,184.850006,17.33,0.9528,313,0,12.462,1.89657,4.17,54090,40.564732,-105.073081,1525.3,12,0.028784,0.7
1:14:27,1657224930,2022-07-07T20:15:30,2022-07-07T14:15:30,1.989,148.55,36.32,35.84,38.01,849.29,850.67,184.699997,17.51,0.9531,312,0,12.460,1.89537,4.16,54078,40.564728,-105.073066,1525.6,12,0.008224,0.7
1:14:57,1657224960,2022-07-07T20:16:00,2022-07-07T14:16:00,1.991,149.55,36.31,35.72,38.00,849.46,850.84,186.033340,17.15,0.9534,312,0,12.476,1.90261,4.16,54067,40.564735,-105.073059,1524.9,12,0.011822,0.6
1:15:27,1657224990,2022-07-07T20:16:30,2022-07-07T14:16:30,1.990,150.54,36.28,35.57,37.97,849.49,850.93,186.966660,17.47,0.9535,312,0,12.474,1.90140,4.16,54055,40.564733,-105.073057,1523.9,12,0.011822,0.7
1:15:57,1657225020,2022-07-07T20:17:00,2022-07-07T14:17:00,1.989,151.54,36.27,35.50,37.99,849.44,851.09,185.600006,17.77,0.9537,311,0,12.473,1.89386,4.16,54043,40.564709,-105.073043,1525.0,12,0.019532,0.6
1:16:27,1657225050,2022-07-07T20:17:30,2022-07-07T14:17:30,1.993,152.53,36.23,35.37,37.93,849.50,851.17,185.399994,17.72,0.9539,311,0,12.490,1.90170,4.16,54031,40.564706,-105.073037,1526.4,12,0.030326,0.6
1:16:57,1657225080,2022-07-07T20:18:00,2022-07-07T14:18:00,1.992,153.53,36.21,35.32,37.90,849.53,851.32,184.366669,17.90,0.9541,311,0,12.488,1.89748,4.16,54020,40.564703,-105.073031,1526.0,12,0.031868,0.6
1:17:27,1657225110,2022-07-07T20:18:30,2022-07-07T14:18:30,1.991,154.52,36.18,35.24,37.90,849.65,851.40,185.100006,17.97,0.9543,311,0,12.486,1.90050,4.16,54008,40.564700,-105.073021,1524.4,12,0.026728,0.6
1:17:57,1657225140,2022-07-07T20:19:00,2022-07-07T14:19:00,1.990,155.52,36.16,35.15,37.86,849.57,851.52,187.366669,18.80,0.9542,311,0,12.485,1.89899,4.16,53996,40.564694,-105.073019,1523.7,12,0.012336,0.6
1:18:27,1657225170,2022-07-07T20:19:30,2022-07-07T14:19:30,1.989,156.51,36.14,35.08,37.79,849.58,851.63,187.466660,18.29,0.9546,310,0,12.483,1.89748,4.15,53984,40.564701,-105.073021,1523.3,12,0.013364,0.6
1:18:57,1657225200,2022-07-07T20:20:00,2022-07-07T14:20:00,1.993,157.51,36.13,35.01,37.80,849.58,851.76,187.733337,18.28,0.9548,310,0,12.500,1.90412,4.15,53973,40.564715,-105.073043,1525.4,12,0.019532,0.7
1:19:27,1657225230,2022-07-07T20:20:30,2022-07-07T14:20:30,1.992,158.50,36.11,34.96,37.79,849.83,851.93,188.133331,18.53,0.9549,310,0,12.500,1.90836,4.15,53961,40.564721,-105.073040,1526.0,12,0.026214,1.0
1:19:57,1657225260,2022-07-07T20:21:00,2022-07-07T14:21:00,1.992,159.50,36.09,34.91,37.76,849.70,851.91,188.000000,18.62,0.9550,310,0,12.499,1.90231,4.15,53949,40.564708,-105.073039,1528.8,12,0.026728,0.9
1:20:27,1657225290,2022-07-07T20:21:30,2022-07-07T14:21:30,1.993,160.50,36.07,34.88,37.76,849.79,852.02,186.233337,18.72,0.9551,310,0,12.500,1.89929,4.15,53937,40.564724,-105.073053,1526.1,12,0.022102,0.9
1:20:57,1657225320,2022-07-07T20:22:00,2022-07-07T14:22:00,1.991,161.49,36.06,34.84,37.74,849.82,852.13,187.449997,18.65,0.9553,310,0,12.499,1.90140,4.15,53925,40.564716,-105.073050,1525.1,12,0.069904,0.7
1:21:27,1657225350,2022-07-07T20:22:30,2022-07-07T14:22:30,1.990,162.49,36.04,34.82,37.74,849.79,852.16,186.366669,18.24,0.9555,309,0,12.498,1.89929,4.15,53914,40.564729,-105.073062,1523.7,12,0.029298,0.7
1:21:57,1657225380,2022-07-07T20:23:00,2022-07-07T14:23:00,1.994,163.48,36.02,34.74,37.69,849.80,852.25,188.783340,18.64,0.9556,309,0,12.514,1.90231,4.15,53902,40.564727,-105.073055,1523.1,12,0.038036,0.7
1:22:27,1657225410,2022-07-07T20:23:30,2022-07-07T14:23:30,1.993,164.48,36.02,34.70,37.67,849.88,852.27,188.016663,18.81,0.9556,309,0,12.514,1.90806,4.15,53890,40.564722,-105.073037,1524.4,12,0.066820,0.6
1:22:57,1657225440,2022-07-07T20:24:00,2022-07-07T14:24:00,1.995,165.48,36.00,34.68,37.67,849.91,852.36,188.100006,18.58,0.9558,309,0,12.515,1.90624,4.14,53878,40.564710,-105.073038,1528.6,12,0.039064,0.7
1:23:27,1657225470,2022-07-07T20:24:30,2022-07-07T14:24:30,1.993,166.47,35.98,34.66,37.69,849.92,852.34,185.333328,18.29,0.9559,309,0,12.515,1.90564,4.14,53866,40.564710,-105.073030,1532.5,12,0.032896,0.7
1:23:57,1657225500,2022-07-07T20:25:00,2022-07-07T14:25:00,1.990,167.47,35.97,34.63,37.65,849.89,852.42,185.000000,17.83,0.9561,309,0,12.514,1.90080,4.14,53855,40.564724,-105.073044,1530.1,12,0.006682,0.6
1:24:27,1657225530,2022-07-07T20:25:30,2022-07-07T14:25:30,1.992,168.47,35.96,34.59,37.64,849.92,852.36,190.083328,17.62,0.9562,309,0,12.513,1.90503,4.14,53843,40.564721,-105.073031,1528.9,12,0.043690,0.6
1:24:57,1657225560,2022-07-07T20:26:00,2022-07-07T14:26:00,1.991,169.46,35.95,34.54,37.63,849.90,852.44,185.916672,16.96,0.9565,309,0,12.514,1.90806,4.14,53831,40.564715,-105.073025,1530.2,12,0.065792,0.6
1:25:27,1657225590,2022-07-07T20:26:30,2022-07-07T14:26:30,1.991,170.46,35.93,34.53,37.60,849.90,852.36,186.016663,17.44,0.9563,309,0,12.513,1.90503,4.14,53819,40.564720,-105.073031,1530.3,12,0.022616,0.7
1:25:57,1657225620,2022-07-07T20:27:00,2022-07-07T14:27:00,1.990,171.45,35.91,34.51,37.57,849.88,852.23,186.333328,17.11,0.9563,309,0,12.510,1.90201,4.14,53807,40.564725,-105.073033,1531.7,12,0.031354,0.7
1:26:27,1657225650,2022-07-07T20:27:30,2022-07-07T14:27:30,1.991,172.45,35.90,34.46,37.56,849.83,852.24,187.166672,16.93,0.9564,309,0,12.512,1.90140,4.14,53795,40.564725,-105.073038,1529.4,12,0.071446,0.7
1:26:57,1657225680,2022-07-07T20:28:00,2022-07-07T14:28:00,1.990,173.44,35.88,34.46,37.59,849.86,852.29,186.683334,17.95,0.9563,309,0,12.514,1.90170,4.14,53784,40.564729,-105.073044,1529.0,12,0.016962,0.7
1:27:27,1657225710,2022-07-07T20:28:30,2022-07-07T14:28:30,1.990,174.44,35.85,34.42,37.56,849.67,852.30,186.066666,17.11,0.9566,309,0,12.513,1.90080,4.13,53772,40.564732,-105.073041,1529.8,12,0.033924,0.6
1:27:57,1657225740,2022-07-07T20:29:00,2022-07-07T14:29:00,1.990,175.43,35.83,34.37,37.51,849.75,852.30,185.916672,16.99,0.9567,308,0,12.511,1.90291,4.13,53760,40.564731,-105.073045,1529.1,12,0.016448,0.6
1:28:27,1657225770,2022-07-07T20:29:30,2022-07-07T14:29:30,1.993,176.43,35.80,34.37,37.46,849.68,852.16,187.966660,17.77,0.9564,308,0,12.528,1.90715,4.13,53748,40.564733,-105.073044,1528.5,12,0.068876,0.7
1:28:57,1657225800,2022-07-07T20:30:00,2022-07-07T14:30:00,1.992,177.43,35.78,34.32,37.51,849.69,852.25,186.699997,17.66,0.9566,308,0,12.528,1.90745,4.13,53736,40.564735,-105.073051,1528.2,12,0.050886,0.7
1:29:27,1657225830,2022-07-07T20:30:30,2022-07-07T14:30:30,1.992,178.42,35.75,34.30,37.47,849.72,852.25,186.800003,17.84,0.9567,308,0,12.528,1.90715,4.13,53724,40.564724,-105.073035,1530.8,12,0.023130,0.8
1:29:57,1657225860,2022-07-07T20:31:00,2022-07-07T14:31:00,1.992,179.42,35.74,34.28,37.42,849.72,852.23,188.666672,17.46,0.9568,308,0,12.526,1.90442,4.13,53713,40.564722,-105.073044,1530.6,12,0.040092,0.7
1:30:27,1657225890,2022-07-07T20:31:30,2022-07-07T14:31:30,1.991,180.41,35.73,34.26,37.42,849.67,852.28,186.566666,17.84,0.9568,308,0,12.529,1.90897,4.13,53701,40.564707,-105.073055,1529.5,12,0.037522,0.7
1:30:57,1657225920,2022-07-07T20:32:00,2022-07-07T14:32:00,1.992,181.41,35.72,34.23,37.44,849.81,852.35,188.216660,17.65,0.9569,308,0,12.529,1.90564,4.13,53689,40.564702,-105.073045,1528.2,12,0.009766,0.6
1:31:27,1657225950,2022-07-07T20:32:30,2022-07-07T14:32:30,1.992,182.40,35.70,34.21,37.40,849.56,852.33,186.133331,17.69,0.9570,308,0,12.528,1.90412,4.13,53677,40.564697,-105.073039,1530.5,12,0.046260,0.6
1:31:57,1657225980,2022-07-07T20:33:00,2022-07-07T14:33:00,1.991,183.40,35.68,34.17,37.37,849.74,852.33,186.733337,17.83,0.9570,308,0,12.529,1.90382,4.13,53665,40.564691,-105.073035,1531.4,12,0.021074,0.6
1:32:27,1657226010,2022-07-07T20:33:30,2022-07-07T14:33:30,1.991,184.40,35.67,34.19,37.37,849.69,852.35,187.233337,18.07,0.9570,308,0,12.525,1.90715,4.12,53653,40.564697,-105.073012,1533.6,12,0.125416,0.7
1:32:57,1657226040,2022-07-07T20:34:00,2022-07-07T14:34:00,1.989,185.39,35.67,34.16,37.37,849.80,852.41,183.183334,17.85,0.9571,308,0,12.525,1.90624,4.12,53641,40.564708,-105.073025,1531.8,12,0.008738,0.7
1:33:27,1657226070,2022-07-07T20:34:30,2022-07-07T14:34:30,1.991,186.39,35.67,34.15,37.34,849.80,852.35,186.733337,17.76,0.9571,308,0,12.523,1.90170,4.12,53629,40.564702,-105.073039,1530.5,12,0.067334,0.6
1:33:57,1657226100,2022-07-07T20:35:00,2022-07-07T14:35:00,1.988,187.38,35.65,34.12,37.34,849.66,852.41,188.399994,17.58,0.9573,307,0,12.525,1.89989,4.12,53618,40.564709,-105.073042,1529.4,12,0.020046,0.7
1:34:27,1657226130,2022-07-07T20:35:30,2022-07-07T14:35:30,1.993,188.38,35.64,34.12,37.33,849.61,852.46,186.616669,17.72,0.9573,307,0,12.543,1.90866,4.12,53606,40.564711,-105.073039,1529.9,12,0.022102,0.6
1:34:57,1657226160,2022-07-07T20:36:00,2022-07-07T14:36:00,1.995,189.37,35.62,34.09,37.33,849.64,852.44,187.883331,17.89,0.9573,307,0,12.545,1.90836,4.12,53594,40.564728,-105.073040,1527.5,12,0.037522,0.7
1:35:27,1657226190,2022-07-07T20:36:30,2022-07-07T14:36:30,1.994,190.37,35.63,34.07,37.34,849.64,852.46,189.516663,17.78,0.9573,307,0,12.543,1.90776,4.12,53582,40.564735,-105.073043,1526.7,12,0.033410,0.7
1:35:57,1657226220,2022-07-07T20:37:00,2022-07-07T14:37:00,1.991,191.37,35.62,34.09,37.28,849.56,852.44,185.616669,17.79,0.9573,307,0,12.545,1.90866,4.12,53570,40.564725,-105.073029,1527.1,12,0.043176,0.7
1:36:27,1657226250,2022-07-07T20:37:30,2022-07-07T14:37:30,1.995,192.36,35.63,34.03,37.33,849.69,852.51,187.149994,17.71,0.9574,307,0,12.543,1.90533,4.12,53558,40.564731,-105.073057,1525.5,12,0.011822,0.7
1:36:57,1657226280,2022-07-07T20:38:00,2022-07-07T14:38:00,1.993,193.36,35.62,34.03,37.29,849.72,852.46,189.033340,17.55,0.9574,307,0,12.542,1.90594,4.12,53546,40.564727,-105.073042,1528.2,12,0.019018,0.7
1:37:27,1657226310,2022-07-07T20:38:30,2022-07-07T14:38:30,1.991,194.36,35.60,34.00,37.27,849.59,852.44,187.733337,17.44,0.9575,307,0,12.542,1.90927,4.12,53534,40.564727,-105.073056,1528.5,12,0.041634,0.8
1:37:57,1657226340,2022-07-07T20:39:00,2022-07-07T14:39:00,1.994,195.35,35.60,34.00,37.25,849.81,852.42,189.116669,17.73,0.9574,307,0,12.543,1.90352,4.11,53522,40.564711,-105.073034,1531.5,12,0.017990,0.7
1:38:27,1657226370,2022-07-07T20:39:30,2022-07-07T14:39:30,1.992,196.35,35.58,33.99,37.25,849.67,852.48,188.233337,17.53,0.9576,307,0,12.542,1.90170,4.11,53511,40.564728,-105.073038,1529.4,12,0.068876,0.7
1:38:57,1657226400,2022-07-07T20:40:00,2022-07-07T14:40:00,1.993,197.35,35.57,33.97,37.26,849.62,852.40,186.683334,17.47,0.9575,307,0,12.541,1.90291,4.11,53499,40.564731,-105.073050,1528.3,12,0.019018,0.7
1:39:27,1657226430,2022-07-07T20:40:30,2022-07-07T14:40:30,1.992,198.34,35.56,33.96,37.26,849.57,852.48,183.283340,17.39,0.9577,307,0,12.542,1.90806,4.11,53487,40.564731,-105.073064,1525.5,12,0.023130,0.7
1:39:57,1657226460,2022-07-07T20:41:00,2022-07-07T14:41:00,1.992,199.34,35.55,33.93,37.26,849.65,852.44,184.983337,17.79,0.9576,307,0,12.542,1.90564,4.11,53475,40.564724,-105.073060,1525.9,12,0.028270,0.7
1:40:27,1657226490,2022-07-07T20:41:30,2022-07-07T14:41:30,1.992,200.33,35.54,33.93,37.20,849.57,852.35,187.500000,17.89,0.9575,307,0,12.543,1.90866,4.11,53463,40.564721,-105.073064,1524.4,12,0.008738,0.7
1:40:57,1657226520,2022-07-07T20:42:00,2022-07-07T14:42:00,1.992,201.33,35.54,33.92,37.22,849.65,852.43,185.133331,17.87,0.9576,307,0,12.543,1.90836,4.11,53451,40.564716,-105.073052,1523.6,12,0.049344,0.7
