(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,PumpT,PCBT,FdpT,PumpP,PCBP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShdop
0:44:15,1657223130,2022-07-07T19:45:30,2022-07-07T13:45:30,1.994,88.43,34.84,33.11,36.38,849.23,852.96,176.550003,23.33,0.9592,281,0,12.828,1.91314,4.10,52697,40.564706,-105.073057,1522.4,12,0.137752,0.8
0:44:45,1657223160,2022-07-07T19:46:00,2022-07-07T13:46:00,1.994,89.43,34.83,33.09,36.31,849.17,852.96,175.699997,23.35,0.9593,281,0,12.827,1.91314,4.10,52685,40.564694,-105.073043,1522.9,12,0.087380,0.8
0:45:15,1657223190,2022-07-07T19:46:30,2022-07-07T13:46:30,1.994,90.42,34.82,33.10,36.33,849.21,852.96,177.050003,23.42,0.9593,281,0,12.826,1.90871,4.10,52673,40.564716,-105.073078,1519.4,12,0.103828,0.8
0:45:45,1657223220,2022-07-07T19:47:00,2022-07-07T13:47:00,1.993,91.42,34.80,33.06,36.35,849.13,852.96,178.350006,22.46,0.9596,281,0,12.826,1.91018,4.10,52661,40.564710,-105.073021,1522.8,12,0.062708,0.9
0:46:15,1657223250,2022-07-07T19:47:30,2022-07-07T13:47:30,1.993,92.42,34.79,33.04,36.32,849.16,852.97,176.750000,22.49,0.9596,281,0,12.825,1.91055,4.09,52648,40.564701,-105.073005,1525.5,12,0.141864,0.8
0:46:45,1657223280,2022-07-07T19:48:00,2022-07-07T13:48:00,1.992,93.41,34.78,33.05,36.28,849.16,852.93,175.449997,22.47,0.9596,281,0,12.826,1.91055,4.09,52636,40.564715,-105.073026,1525.4,12,0.009766,0.8
0:47:15,1657223310,2022-07-07T19:48:30,2022-07-07T13:48:30,1.991,94.41,34.78,33.02,36.28,849.02,853.00,178.350006,22.14,0.9598,281,0,12.825,1.91425,4.09,52624,40.564740,-105.073038,1525.7,12,0.044204,0.8
0:47:45,1657223340,2022-07-07T19:49:00,2022-07-07T13:49:00,1.991,95.40,34.77,32.99,36.28,849.11,852.89,175.250000,22.53,0.9596,281,0,12.825,1.91055,4.09,52612,40.564773,-105.073076,1518.9,12,0.108968,0.8
0:48:15,1657223370,2022-07-07T19:49:30,2022-07-07T13:49:30,1.991,96.40,34.75,32.99,36.26,849.03,852.91,176.800003,22.35,0.9597,281,0,12.825,1.91092,4.09,52600,40.564772,-105.073053,1520.2,12,0.166022,0.8
0:48:45,1657223400,2022-07-07T19:50:00,2022-07-07T13:50:00,1.991,97.39,34.74,32.99,36.23,849.19,852.91,175.600006,21.58,0.9599,281,0,12.825,1.90613,4.09,52587,40.564728,-105.073021,1524.3,12,0.092006,0.8
0:49:15,1657223430,2022-07-07T19:50:30,2022-07-07T13:50:30,1.988,98.39,34.74,33.28,36.25,849.19,852.59,175.300003,22.09,0.9594,280,0,12.840,1.90797,4.19,52618,40.564701,-105.073017,1524.8,12,0.068876,0.8
0:49:45,1657223460,2022-07-07T19:51:00,2022-07-07T13:51:00,1.997,99.39,34.75,33.68,36.26,849.14,851.90,177.699997,22.64,0.9585,280,0,12.866,1.91055,4.19,52649,40.564696,-105.073033,1519.8,12,0.050886,0.9
0:50:15,1657223490,2022-07-07T19:51:30,2022-07-07T13:51:30,2.001,100.39,34.77,34.03,36.26,849.16,851.52,176.850006,22.59,0.9580,280,0,12.872,1.91683,4.19,52678,40.564722,-105.073077,1519.4,12,0.070932,0.9
0:50:45,1657223520,2022-07-07T19:52:00,2022-07-07T13:52:00,2.003,101.39,34.80,34.35,36.31,849.18,851.17,177.100006,22.26,0.9576,280,0,12.876,1.92129,4.19,52707,40.564747,-105.073076,1528.9,12,0.059110,0.8
0:51:15,1657223550,2022-07-07T19:52:30,2022-07-07T13:52:30,2.005,102.39,34.82,34.55,36.33,849.15,850.82,178.949997,22.32,0.9571,280,0,12.879,1.92129,4.19,52734,40.564743,-105.073073,1529.1,12,0.040092,0.9
0:51:45,1657223580,2022-07-07T19:53:00,2022-07-07T13:53:00,2.006,103.39,34.86,34.74,36.33,849.09,850.65,179.550003,21.81,0.9569,280,0,12.881,1.92314,4.19,52761,40.564738,-105.073067,1527.1,12,0.015934,1.1
0:52:15,1657223610,2022-07-07T19:53:30,2022-07-07T13:53:30,2.008,104.40,34.89,34.88,36.38,849.08,850.47,179.300003,21.84,0.9566,280,0,12.883,1.92500,4.19,52786,40.564717,-105.073032,1528.3,12,0.016962,1.1
0:52:45,1657223640,2022-07-07T19:54:00,2022-07-07T13:54:00,2.009,105.40,34.91,35.00,36.43,849.08,850.27,180.000000,21.40,0.9564,280,0,12.885,1.91943,4.19,52811,40.564713,-105.073053,1522.5,12,0.080184,0.9
0:53:15,1657223670,2022-07-07T19:54:30,2022-07-07T13:54:30,2.010,106.41,34.94,35.14,36.44,849.05,850.19,178.750000,21.44,0.9562,280,0,12.886,1.92203,4.19,52836,40.564717,-105.073023,1525.0,12,0.115650,0.9
0:53:45,1657223700,2022-07-07T19:55:00,2022-07-07T13:55:00,2.011,107.41,34.96,35.19,36.46,849.02,850.13,182.050003,21.38,0.9561,280,0,12.888,1.92054,4.19,52860,40.564734,-105.073031,1520.6,12,0.056540,0.9
0:54:15,1657223730,2022-07-07T19:55:30,2022-07-07T13:55:30,2.011,108.42,34.99,35.27,36.50,849.01,850.13,180.250000,20.93,0.9561,281,0,12.888,1.92240,4.19,52883,40.564746,-105.073042,1521.4,12,0.034438,0.9
0:54:45,1657223760,2022-07-07T19:56:00,2022-07-07T13:56:00,2.007,109.42,35.00,35.33,36.48,848.96,849.96,176.449997,20.58,0.9559,281,0,12.869,1.91609,4.19,52905,40.564752,-105.073021,1521.0,12,0.019532,1.1
0:55:15,1657223790,2022-07-07T19:56:30,2022-07-07T13:56:30,2.007,110.43,35.01,35.36,36.51,848.96,849.94,177.449997,20.55,0.9559,281,0,12.869,1.92054,4.19,52927,40.564747,-105.073037,1526.7,12,0.020560,0.9
0:55:45,1657223820,2022-07-07T19:57:00,2022-07-07T13:57:00,2.008,111.43,35.04,35.39,36.54,849.01,849.93,177.100006,20.97,0.9557,281,0,12.870,1.92091,4.19,52948,40.564731,-105.073008,1528.6,12,0.002056,0.9
0:56:15,1657223850,2022-07-07T19:57:30,2022-07-07T13:57:30,2.008,112.43,35.06,35.43,36.55,848.92,849.95,179.199997,20.85,0.9557,281,0,12.869,1.91721,4.19,52969,40.564741,-105.073046,1524.3,12,0.023644,0.9
0:56:45,1657223880,2022-07-07T19:58:00,2022-07-07T13:58:00,2.008,113.44,35.09,35.44,36.54,849.13,849.87,179.649994,21.38,0.9553,281,0,12.867,1.91906,4.19,52989,40.564740,-105.073056,1523.4,12,0.145462,0.9
0:57:15,1657223910,2022-07-07T19:58:30,2022-07-07T13:58:30,2.009,114.44,35.10,35.44,36.56,849.10,850.00,178.649994,20.71,0.9556,281,0,12.867,1.91980,4.19,53009,40.564722,-105.073050,1523.9,12,0.045746,0.9
0:57:45,1657223940,2022-07-07T19:59:00,2022-07-07T13:59:00,2.009,115.45,35.12,35.43,36.63,849.13,850.02,176.300003,20.49,0.9556,281,0,12.869,1.91832,4.19,53028,40.564726,-105.073056,1522.3,12,0.016962,0.9
0:58:15,1657223970,2022-07-07T19:59:30,2022-07-07T13:59:30,2.009,116.45,35.13,35.43,36.60,849.15,850.02,177.050003,20.80,0.9555,281,0,12.869,1.91980,4.19,53046,40.564710,-105.073032,1526.0,12,0.022102,0.9
0:58:45,1657224000,2022-07-07T20:00:00,2022-07-07T14:00:00,2.008,117.45,35.15,35.44,36.65,849.17,850.12,178.000000,20.70,0.9556,281,0,12.867,1.91758,4.19,53064,40.564720,-105.073043,1527.2,12,0.047288,1.1
0:59:15,1657224030,2022-07-07T20:00:30,2022-07-07T14:00:30,2.008,118.46,35.16,35.44,36.62,849.07,850.25,178.199997,20.73,0.9557,281,0,12.866,1.91609,4.19,53082,40.564725,-105.073063,1523.9,12,0.023644,1.1
0:59:45,1657224060,2022-07-07T20:01:00,2022-07-07T14:01:00,2.009,119.46,35.16,35.41,36.64,849.12,850.25,176.250000,20.80,0.9557,281,0,12.866,1.91387,4.19,53099,40.564715,-105.073046,1525.2,12,0.105370,0.9
1:00:15,1657224090,2022-07-07T20:01:30,2022-07-07T14:01:30,2.008,120.47,35.17,35.37,36.67,849.12,850.22,180.699997,20.66,0.9556,281,0,12.866,1.92017,4.19,53116,40.564697,-105.073036,1529.4,12,0.023644,1.1
1:00:45,1657224120,2022-07-07T20:02:00,2022-07-07T14:02:00,2.008,121.47,35.16,35.35,36.65,849.18,850.36,179.350006,20.70,0.9558,281,0,12.865,1.91683,4.19,53132,40.564702,-105.073042,1527.3,12,0.100744,1.0
1:01:15,1657224150,2022-07-07T20:02:30,2022-07-07T14:02:30,2.008,122.48,35.17,35.30,36.67,849.23,850.30,181.949997,20.70,0.9557,281,0,12.866,1.91943,4.19,53147,40.564726,-105.073075,1518.8,12,0.094062,0.9
1:01:45,1657224180,2022-07-07T20:03:00,2022-07-07T14:03:00,2.008,123.48,35.16,35.27,36.67,849.18,850.52,177.000000,20.65,0.9560,281,0,12.864,1.92166,4.19,53162,40.564711,-105.073028,1526.7,12,0.076586,0.9
1:02:15,1657224210,2022-07-07T20:03:30,2022-07-07T14:03:30,2.008,124.48,35.16,35.24,36.67,849.18,850.49,180.649994,20.42,0.9560,281,0,12.863,1.91721,4.19,53177,40.564724,-105.073028,1528.1,12,0.089950,0.9
1:02:45,1657224240,2022-07-07T20:04:00,2022-07-07T14:04:00,2.007,125.49,35.15,35.23,36.67,849.23,850.47,179.949997,20.59,0.9560,281,0,12.862,1.91832,4.19,53191,40.564707,-105.073020,1526.7,12,0.039578,0.9
1:03:15,1657224270,2022-07-07T20:04:30,2022-07-07T14:04:30,2.006,126.49,35.14,35.18,36.63,849.21,850.57,177.500000,20.45,0.9562,281,0,12.862,1.91535,4.19,53205,40.564701,-105.073011,1528.8,12,0.166022,0.9
1:03:45,1657224300,2022-07-07T20:05:00,2022-07-07T14:05:00,2.006,127.49,35.15,35.16,36.62,849.28,850.63,178.399994,20.45,0.9562,281,0,12.861,1.91758,4.19,53219,40.564714,-105.073028,1526.8,12,0.011822,0.9
1:04:15,1657224330,2022-07-07T20:05:30,2022-07-07T14:05:30,2.005,128.49,35.14,35.11,36.61,849.18,850.68,177.300003,20.65,0.9563,281,0,12.861,1.91461,4.19,53232,40.564709,-105.073031,1526.5,12,0.096118,0.9
1:04:45,1657224360,2022-07-07T20:06:00,2022-07-07T14:06:00,2.005,129.50,35.14,35.11,36.63,849.37,850.65,177.649994,20.74,0.9562,281,0,12.860,1.91758,4.19,53245,40.564721,-105.073025,1527.7,12,0.079156,0.9
1:05:15,1657224390,2022-07-07T20:06:30,2022-07-07T14:06:30,2.006,130.50,35.14,35.05,36.65,849.32,850.86,179.050003,21.30,0.9563,281,0,12.859,1.91795,4.19,53257,40.564734,-105.073040,1529.6,12,0.083268,0.9
1:05:45,1657224420,2022-07-07T20:07:00,2022-07-07T14:07:00,2.005,131.50,35.14,35.02,36.63,849.37,850.89,178.500000,20.60,0.9565,281,0,12.859,1.91425,4.19,53269,40.564730,-105.073022,1529.3,12,0.026728,0.9
1:06:15,1657224450,2022-07-07T20:07:30,2022-07-07T14:07:30,2.005,132.51,35.14,34.97,36.63,849.26,850.89,179.000000,21.92,0.9562,281,0,12.858,1.91795,4.19,53281,40.564726,-105.072996,1527.8,12,0.136210,0.9
1:06:45,1657224480,2022-07-07T20:08:00,2022-07-07T14:08:00,2.006,133.51,35.14,34.97,36.62,849.32,851.00,178.600006,21.05,0.9565,281,0,12.858,1.92017,4.19,53292,40.564708,-105.073000,1528.2,12,0.042148,0.9
1:07:15,1657224510,2022-07-07T20:08:30,2022-07-07T14:08:30,2.004,134.51,35.14,34.93,36.63,849.26,850.92,178.750000,20.64,0.9565,281,0,12.859,1.91277,4.19,53303,40.564730,-105.073044,1525.0,12,0.019532,1.0
1:07:45,1657224540,2022-07-07T20:09:00,2022-07-07T14:09:00,2.004,135.51,35.14,34.90,36.67,849.29,851.02,178.550003,20.53,0.9567,281,0,12.858,1.91203,4.19,53314,40.564733,-105.073076,1521.4,12,0.025186,0.9
1:08:15,1657224570,2022-07-07T20:09:30,2022-07-07T14:09:30,2.004,136.51,35.15,34.88,36.65,849.42,851.03,178.149994,21.08,0.9565,281,0,12.856,1.91906,4.19,53324,40.564712,-105.073058,1517.3,12,0.022102,0.9
1:08:45,1657224600,2022-07-07T20:10:00,2022-07-07T14:10:00,2.004,137.52,35.14,34.85,36.65,849.42,851.08,178.750000,20.86,0.9567,281,0,12.855,1.91906,4.19,53334,40.564709,-105.073042,1521.6,12,0.060652,0.9
1:09:15,1657224630,2022-07-07T20:10:30,2022-07-07T14:10:30,2.003,138.52,35.14,34.84,36.67,849.32,851.13,177.500000,19.78,0.9570,281,0,12.858,1.91387,4.19,53344,40.564719,-105.073041,1524.8,12,0.057054,0.9
1:09:45,1657224660,2022-07-07T20:11:00,2022-07-07T14:11:00,2.003,139.52,35.15,34.80,36.62,849.34,851.08,176.850006,20.13,0.9568,281,0,12.855,1.91572,4.19,53354,40.564722,-105.073012,1525.5,12,0.019532,0.9
1:10:15,1657224690,2022-07-07T20:11:30,2022-07-07T14:11:30,2.003,140.52,35.14,34.78,36.63,849.26,851.13,180.500000,20.26,0.9569,281,0,12.854,1.91832,4.19,53363,40.564717,-105.073000,1526.5,12,0.030326,0.9
1:10:45,1657224720,2022-07-07T20:12:00,2022-07-07T14:12:00,2.003,141.52,35.15,34.77,36.65,849.34,851.21,177.000000,20.32,0.9569,281,0,12.854,1.91314,4.19,53372,40.564719,-105.073026,1526.4,12,0.072988,0.9
1:11:15,1657224750,2022-07-07T20:12:30,2022-07-07T14:12:30,2.003,142.52,35.15,34.75,36.65,849.28,851.19,177.250000,20.60,0.9568,281,0,12.855,1.91609,4.19,53381,40.564728,-105.073021,1529.6,12,0.089950,0.9
1:11:45,1657224780,2022-07-07T20:13:00,2022-07-07T14:13:00,2.003,143.53,35.16,34.73,36.63,849.20,851.21,177.050003,20.52,0.9568,281,0,12.855,1.91758,4.19,53389,40.564711,-105.073001,1533.0,12,0.069904,1.0
1:12:15,1657224810,2022-07-07T20:13:30,2022-07-07T14:13:30,2.003,144.53,35.15,34.69,36.67,849.28,851.29,177.750000,19.88,0.9571,281,0,12.853,1.91795,4.19,53397,40.564727,-105.073022,1527.9,12,0.063222,0.9
1:12:45,1657224840,2022-07-07T20:14:00,2022-07-07T14:14:00,2.001,145.53,35.16,34.66,36.64,849.20,851.29,177.149994,20.86,0.9568,281,0,12.854,1.91609,4.19,53405,40.564740,-105.073001,1527.4,12,0.077614,1.0
1:13:15,1657224870,2022-07-07T20:14:30,2022-07-07T14:14:30,2.004,146.53,35.16,34.65,36.68,849.23,851.31,177.000000,20.83,0.9569,281,0,12.853,1.91572,4.19,53413,40.564745,-105.073033,1529.8,12,0.032896,0.9
1:13:45,1657224900,2022-07-07T20:15:00,2022-07-07T14:15:00,2.001,147.53,35.17,34.62,36.67,849.20,851.34,176.800003,20.50,0.9570,281,0,12.852,1.91387,4.19,53420,40.564743,-105.073048,1531.2,12,0.044718,1.1
1:14:15,1657224930,2022-07-07T20:15:30,2022-07-07T14:15:30,2.001,148.53,35.17,34.61,36.63,849.12,851.39,180.100006,20.48,0.9570,281,0,12.852,1.91498,4.19,53428,40.564753,-105.073038,1527.6,12,0.009252,0.9
1:14:45,1657224960,2022-07-07T20:16:00,2022-07-07T14:16:00,2.000,149.53,35.18,34.62,36.69,849.25,851.39,176.800003,19.92,0.9571,281,0,12.852,1.91425,4.19,53435,40.564734,-105.073024,1528.2,12,0.027756,1.0
1:15:15,1657224990,2022-07-07T20:16:30,2022-07-07T14:16:30,2.002,150.53,35.18,34.59,36.69,849.34,851.39,178.250000,20.33,0.9570,281,0,12.851,1.91461,4.19,53442,40.564735,-105.073044,1527.4,12,0.004112,1.0
1:15:45,1657225020,2022-07-07T20:17:00,2022-07-07T14:17:00,2.001,151.53,35.18,34.56,36.63,849.31,851.42,177.699997,20.80,0.9569,281,0,12.851,1.91387,4.19,53448,40.564738,-105.073080,1526.0,12,0.043176,1.0
1:16:15,1657225050,2022-07-07T20:17:30,2022-07-07T14:17:30,2.001,152.53,35.17,34.55,36.69,849.23,851.50,177.199997,20.57,0.9571,281,0,12.851,1.91647,4.19,53455,40.564734,-105.073096,1521.7,12,0.020560,0.9
1:16:45,1657225080,2022-07-07T20:18:00,2022-07-07T14:18:00,2.002,153.53,35.18,34.52,36.67,849.31,851.55,177.850006,20.79,0.9571,281,0,12.851,1.91572,4.19,53461,40.564731,-105.073073,1523.1,12,0.043690,0.9
1:17:15,1657225110,2022-07-07T20:18:30,2022-07-07T14:18:30,2.002,154.53,35.18,34.52,36.63,849.39,851.66,178.000000,20.80,0.9572,281,0,12.851,1.91535,4.19,53467,40.564736,-105.073052,1526.0,12,0.048316,1.0
1:17:45,1657225140,2022-07-07T20:19:00,2022-07-07T14:19:00,2.002,155.54,35.18,34.52,36.65,849.36,851.71,177.350006,21.11,0.9572,281,0,12.851,1.91943,4.19,53473,40.564764,-105.073049,1529.1,12,0.037522,0.9
1:18:15,1657225170,2022-07-07T20:19:30,2022-07-07T14:19:30,2.002,156.54,35.19,34.49,36.65,849.36,851.79,177.300003,21.10,0.9572,281,0,12.851,1.91683,4.19,53479,40.564761,-105.073033,1531.7,12,0.034952,0.9
1:18:45,1657225200,2022-07-07T20:20:00,2022-07-07T14:20:00,2.002,157.54,35.19,34.47,36.69,849.42,851.90,176.500000,21.06,0.9574,281,0,12.850,1.92054,4.19,53484,40.564755,-105.073032,1532.9,12,0.026214,0.9
1:19:15,1657225230,2022-07-07T20:20:30,2022-07-07T14:20:30,2.002,158.54,35.20,34.47,36.71,849.55,851.89,176.850006,21.33,0.9573,281,0,12.851,1.91721,4.19,53490,40.564749,-105.073082,1523.9,12,0.059624,1.0
1:19:45,1657225260,2022-07-07T20:21:00,2022-07-07T14:21:00,2.003,159.54,35.20,34.46,36.70,849.58,851.97,180.149994,21.16,0.9574,281,0,12.850,1.91461,4.19,53495,40.564739,-105.073065,1521.0,12,0.099716,1.0
1:20:15,1657225290,2022-07-07T20:21:30,2022-07-07T14:21:30,2.002,160.54,35.22,34.45,36.70,849.66,852.08,176.649994,21.31,0.9574,281,0,12.851,1.91758,4.19,53500,40.564738,-105.073061,1520.2,12,0.035980,1.0
1:20:45,1657225320,2022-07-07T20:22:00,2022-07-07T14:22:00,2.003,161.54,35.23,34.43,36.70,849.73,852.16,178.949997,20.77,0.9576,281,0,12.851,1.91832,4.19,53505,40.564696,-105.073026,1526.2,12,0.049344,0.9
1:21:15,1657225350,2022-07-07T20:22:30,2022-07-07T14:22:30,2.002,162.54,35.23,34.42,36.73,849.73,852.24,178.600006,21.05,0.9576,281,0,12.844,1.91943,4.15,53498,40.564687,-105.073015,1527.8,12,0.054998,0.9
1:21:45,1657225380,2022-07-07T20:23:00,2022-07-07T14:23:00,2.003,163.55,35.24,34.31,36.72,849.76,852.40,179.750000,21.26,0.9577,281,0,12.845,1.91869,4.15,53486,40.564698,-105.073041,1526.1,12,0.032382,0.9
1:22:15,1657225410,2022-07-07T20:23:30,2022-07-07T14:23:30,2.002,164.55,35.25,34.18,36.75,849.79,852.59,176.350006,21.46,0.9579,281,0,12.842,1.91683,4.15,53474,40.564730,-105.073064,1524.9,12,0.040092,0.9
1:22:45,1657225440,2022-07-07T20:24:00,2022-07-07T14:24:00,2.001,165.55,35.26,34.08,36.74,849.65,852.67,178.649994,21.52,0.9579,281,0,12.839,1.91535,4.15,53462,40.564744,-105.073039,1527.4,12,0.051914,0.9
1:23:15,1657225470,2022-07-07T20:24:30,2022-07-07T14:24:30,1.999,166.55,35.26,34.01,36.77,849.70,852.83,178.000000,20.79,0.9583,281,0,12.839,1.91572,4.15,53450,40.564732,-105.073018,1530.2,12,0.014906,0.9
1:23:45,1657225500,2022-07-07T20:25:00,2022-07-07T14:25:00,1.998,167.55,35.27,33.92,36.77,849.76,852.86,178.949997,20.11,0.9584,281,0,12.839,1.91498,4.15,53438,40.564728,-105.073024,1528.6,12,0.023130,1.0
1:24:15,1657225530,2022-07-07T20:25:30,2022-07-07T14:25:30,1.998,168.54,35.25,33.88,36.76,849.79,852.92,177.649994,19.65,0.9587,281,0,12.837,1.91795,4.14,53426,40.564727,-105.073020,1526.5,12,0.066820,1.0
1:24:45,1657225560,2022-07-07T20:26:00,2022-07-07T14:26:00,1.996,169.54,35.25,33.82,36.78,849.76,853.01,176.500000,19.65,0.9588,281,0,12.837,1.91758,4.14,53414,40.564719,-105.073049,1524.7,12,0.061680,1.1
1:25:15,1657225590,2022-07-07T20:26:30,2022-07-07T14:26:30,1.996,170.54,35.23,33.77,36.78,849.68,852.88,175.750000,19.68,0.9587,281,0,12.835,1.91314,4.14,53401,40.564701,-105.073049,1522.7,12,0.130042,1.0
1:25:45,1657225620,2022-07-07T20:27:00,2022-07-07T14:27:00,1.996,171.54,35.23,33.72,36.73,849.73,853.12,176.149994,19.31,0.9590,281,0,12.836,1.90981,4.14,53389,40.564701,-105.073047,1523.7,12,0.063736,1.0
1:26:15,1657225650,2022-07-07T20:27:30,2022-07-07T14:27:30,1.995,172.54,35.21,33.67,36.72,849.69,853.07,176.300003,19.22,0.9591,281,0,12.835,1.91129,4.14,53377,40.564701,-105.073106,1516.4,12,0.115650,1.1
1:26:45,1657225680,2022-07-07T20:28:00,2022-07-07T14:28:00,1.994,173.53,35.19,33.64,36.69,849.58,853.13,175.649994,19.37,0.9592,281,0,12.833,1.91277,4.14,53365,40.564710,-105.073076,1525.2,12,0.057568,1.5
1:27:15,1657225710,2022-07-07T20:28:30,2022-07-07T14:28:30,1.994,174.53,35.18,33.60,36.72,849.58,853.13,178.250000,19.33,0.9592,281,0,12.833,1.91425,4.14,53353,40.564733,-105.073057,1529.2,12,0.007710,1.0
1:27:45,1657225740,2022-07-07T20:29:00,2022-07-07T14:29:00,1.993,175.53,35.17,33.57,36.69,849.53,853.11,176.550003,19.25,0.9593,281,0,12.832,1.90834,4.14,53341,40.564739,-105.073052,1525.9,12,0.132098,1.0
1:28:15,1657225770,2022-07-07T20:29:30,2022-07-07T14:29:30,1.994,176.52,35.15,33.52,36.65,849.61,853.08,179.850006,19.34,0.9593,281,0,12.832,1.91092,4.14,53329,40.564735,-105.073038,1526.6,12,0.155228,1.0
1:28:45,1657225800,2022-07-07T20:30:00,2022-07-07T14:30:00,1.993,177.52,35.12,33.47,36.67,849.59,853.22,175.750000,19.60,0.9595,281,0,12.832,1.91314,4.13,53316,40.564721,-105.073018,1528.2,11,0.047288,1.5
1:29:15,1657225830,2022-07-07T20:30:30,2022-07-07T14:30:30,1.993,178.52,35.12,33.45,36.66,849.67,853.27,175.800003,19.67,0.9595,281,0,12.832,1.91498,4.13,53304,40.564733,-105.072947,1537.9,11,0.037522,1.1
1:29:45,1657225860,2022-07-07T20:31:00,2022-07-07T14:31:00,1.992,179.51,35.10,33.41,36.64,849.59,853.15,176.899994,19.73,0.9594,281,0,12.832,1.91572,4.13,53292,40.564751,-105.072988,1533.8,12,0.062194,1.0
1:30:15,1657225890,2022-07-07T20:31:30,2022-07-07T14:31:30,1.993,180.51,35.08,33.41,36.60,849.63,853.23,180.500000,19.88,0.9595,281,0,12.831,1.90760,4.13,53280,40.564737,-105.073094,1519.6,12,0.184012,1.2
1:30:45,1657225920,2022-07-07T20:32:00,2022-07-07T14:32:00,1.992,181.50,35.07,33.36,36.62,849.57,853.18,174.800003,19.88,0.9595,281,0,12.830,1.91166,4.13,53268,40.564703,-105.073151,1511.7,12,0.047288,1.1
1:31:15,1657225950,2022-07-07T20:32:30,2022-07-07T14:32:30,1.992,182.50,35.04,33.33,36.58,849.66,853.29,174.899994,19.95,0.9597,281,0,12.831,1.91129,4.13,53256,40.564704,-105.073130,1516.1,12,0.021074,1.0
1:31:45,1657225980,2022-07-07T20:33:00,2022-07-07T14:33:00,1.991,183.50,35.03,33.31,36.53,849.61,853.27,176.449997,20.36,0.9596,281,0,12.830,1.91166,4.13,53244,40.564714,-105.073109,1521.5,12,0.102286,0.9
1:32:15,1657226010,2022-07-07T20:33:30,2022-07-07T14:33:30,1.992,184.49,35.02,33.29,36.56,849.58,853.24,176.699997,20.39,0.9596,281,0,12.829,1.91166,4.13,53231,40.564732,-105.073052,1527.6,12,0.085838,1.0
1:32:45,1657226040,2022-07-07T20:34:00,2022-07-07T14:34:00,1.991,185.49,35.01,33.28,36.55,849.53,853.32,177.600006,20.10,0.9598,281,0,12.829,1.91018,4.13,53219,40.564734,-105.073019,1532.1,12,0.013878,1.0
1:33:15,1657226070,2022-07-07T20:34:30,2022-07-07T14:34:30,1.991,186.48,35.00,33.27,36.54,849.56,853.24,175.800003,20.05,0.9598,281,0,12.828,1.90944,4.13,53207,40.564713,-105.073007,1529.3,12,0.039578,1.1
1:33:45,1657226100,2022-07-07T20:35:00,2022-07-07T14:35:00,1.991,187.48,35.00,33.24,36.49,849.50,853.38,175.300003,19.88,0.9600,281,0,12.828,1.91314,4.13,53195,40.564693,-105.073023,1527.5,12,0.011308,1.7
1:34:15,1657226130,2022-07-07T20:35:30,2022-07-07T14:35:30,1.991,188.47,34.99,33.23,36.50,849.56,853.27,176.199997,19.94,0.9599,281,0,12.829,1.91018,4.12,53183,40.564689,-105.073082,1520.6,11,0.162424,1.3
1:34:45,1657226160,2022-07-07T20:36:00,2022-07-07T14:36:00,1.991,189.47,34.99,33.24,36.50,849.56,853.27,177.649994,20.16,0.9598,281,0,12.829,1.91240,4.12,53171,40.564683,-105.073158,1505.2,12,0.226160,1.2
1:35:15,1657226190,2022-07-07T20:36:30,2022-07-07T14:36:30,1.991,190.47,34.98,33.22,36.51,849.53,853.30,178.000000,20.09,0.9599,281,0,12.828,1.91461,4.12,53159,40.564690,-105.073175,1509.5,12,0.061166,1.1
1:35:45,1657226220,2022-07-07T20:37:00,2022-07-07T14:37:00,1.990,191.46,34.98,33.19,36.51,849.53,853.46,174.250000,19.71,0.9602,281,0,12.828,1.91461,4.12,53146,40.564718,-105.073056,1527.2,10,0.089950,1.2
1:36:15,1657226250,2022-07-07T20:37:30,2022-07-07T14:37:30,1.990,192.46,34.98,33.19,36.48,849.53,853.41,176.500000,20.11,0.9600,281,0,12.828,1.91277,4.12,53134,40.564717,-105.073023,1526.5,11,0.060652,1.2
1:36:45,1657226280,2022-07-07T20:38:00,2022-07-07T14:38:00,1.989,193.45,34.97,33.16,36.50,849.64,853.31,177.899994,19.69,0.9600,281,0,12.827,1.91203,4.12,53122,40.564719,-105.073028,1523.2,12,0.065278,1.1
1:37:15,1657226310,2022-07-07T20:38:30,2022-07-07T14:38:30,1.988,194.44,34.96,33.16,36.48,849.56,853.36,176.350006,19.82,0.9601,281,0,12.826,1.91461,4.12,53110,40.564714,-105.073020,1520.6,12,0.047802,1.1
1:37:45,1657226340,2022-07-07T20:39:00,2022-07-07T14:39:00,1.989,195.44,34.95,33.13,36.44,849.45,853.34,176.899994,19.92,0.9601,280,0,12.827,1.90944,4.12,53098,40.564711,-105.073011,1522.1,12,0.109482,1.1
